step,t_years,mean,std
145,0.145,1480.33,166.662
146,0.146,1480.65,167.279
147,0.147,1480.97,167.903
148,0.148,1481.29,168.514
149,0.149,1481.62,169.125
150,0.15,1481.93,169.736
151,0.151,1482.25,170.347
152,0.152,1482.58,170.956
153,0.153,1482.89,171.558
154,0.154,1483.21,172.15
155,0.155,1483.53,172.75
156,0.156,1483.84,173.344
157,0.157,1484.16,173.941
158,0.158,1484.47,174.541
159,0.159,1484.79,175.123
160,0.16,1485.11,175.71
161,0.161,1485.44,176.308
162,0.162,1485.75,176.897
163,0.163,1486.06,177.486
164,0.164,1486.38,178.081
165,0.165,1486.7,178.658
166,0.166,1487.01,179.239
167,0.167,1487.32,179.804
168,0.168,1487.64,180.385
169,0.169,1487.96,180.96
170,0.17,1488.28,181.536
171,0.171,1488.61,182.116
172,0.172,1488.93,182.684
173,0.173,1489.24,183.257
174,0.174,1489.56,183.847
175,0.175,1489.88,184.415
176,0.176,1490.19,184.986
177,0.177,1490.51,185.554
178,0.178,1490.83,186.123
179,0.179,1491.15,186.701
180,0.18,1491.47,187.258
181,0.181,1491.78,187.825
182,0.182,1492.11,188.39
183,0.183,1492.43,188.964
184,0.184,1492.76,189.53
185,0.185,1493.08,190.092
186,0.186,1493.4,190.651
187,0.187,1493.73,191.211
188,0.188,1494.05,191.751
189,0.189,1494.37,192.298
190,0.19,1494.7,192.851
191,0.191,1495.03,193.405
192,0.192,1495.34,193.947
193,0.193,1495.65,194.502
194,0.194,1495.97,195.056
195,0.195,1496.3,195.61
196,0.196,1496.62,196.15
197,0.197,1496.94,196.701
198,0.198,1497.26,197.243
199,0.199,1497.58,197.786
200,0.2,1497.9,198.331
201,0.201,1498.21,198.858
202,0.202,1498.53,199.394
203,0.203,1498.85,199.928
204,0.204,1499.17,200.476
205,0.205,1499.48,201.014
206,0.206,1499.8,201.565
207,0.207,1500.12,202.101
208,0.208,1500.45,202.634
209,0.209,1500.77,203.168
210,0.21,1501.1,203.71
211,0.211,1501.41,204.24
212,0.212,1501.73,204.779
213,0.213,1502.04,205.304
214,0.214,1502.35,205.838
215,0.215,1502.68,206.366
216,0.216,1503,206.903
217,0.217,1503.32,207.421
218,0.218,1503.65,207.936
219,0.219,1503.97,208.455
220,0.22,1504.3,208.984
221,0.221,1504.62,209.515
222,0.222,1504.95,210.038
223,0.223,1505.27,210.568
224,0.224,1505.59,211.103
225,0.225,1505.93,211.627
226,0.226,1506.24,212.162
227,0.227,1506.57,212.679
228,0.228,1506.88,213.188
229,0.229,1507.21,213.71
230,0.23,1507.53,214.227
231,0.231,1507.85,214.739
232,0.232,1508.18,215.246
233,0.233,1508.51,215.766
234,0.234,1508.83,216.285
235,0.235,1509.15,216.808
236,0.236,1509.47,217.323
237,0.237,1509.8,217.833
238,0.238,1510.12,218.345
239,0.239,1510.44,218.849
240,0.24,1510.77,219.356
241,0.241,1511.08,219.869
242,0.242,1511.41,220.371
243,0.243,1511.74,220.882
244,0.244,1512.07,221.387
245,0.245,1512.39,221.885
246,0.246,1512.71,222.393
247,0.247,1513.04,222.898
248,0.248,1513.37,223.409
249,0.249,1513.69,223.905
250,0.25,1514.02,224.409
251,0.251,1514.35,224.908
252,0.252,1514.68,225.402
253,0.253,1514.99,225.91
254,0.254,1515.31,226.407
255,0.255,1515.64,226.906
256,0.256,1515.97,227.409
257,0.257,1516.29,227.905
258,0.258,1516.62,228.405
259,0.259,1516.93,228.9
260,0.26,1517.25,229.39
261,0.261,1517.57,229.892
262,0.262,1517.9,230.393
263,0.263,1518.23,230.886
264,0.264,1518.55,231.377
265,0.265,1518.87,231.873
266,0.266,1519.19,232.368
267,0.267,1519.51,232.857
268,0.268,1519.84,233.345
269,0.269,1520.17,233.838
270,0.27,1520.5,234.335
271,0.271,1520.82,234.82
272,0.272,1521.15,235.307
273,0.273,1521.47,235.8
274,0.274,1521.79,236.284
275,0.275,1522.11,236.767
276,0.276,1522.44,237.249
277,0.277,1522.76,237.731
278,0.278,1523.1,238.219
279,0.279,1523.42,238.717
280,0.28,1523.74,239.202
281,0.281,1524.07,239.697
282,0.282,1524.4,240.191
283,0.283,1524.73,240.677
284,0.284,1525.06,241.171
285,0.285,1525.38,241.65
286,0.286,1525.72,242.139
287,0.287,1526.05,242.62
288,0.288,1526.37,243.11
289,0.289,1526.71,243.592
290,0.29,1527.04,244.071
291,0.291,1527.37,244.552
292,0.292,1527.7,245.023
293,0.293,1528.02,245.503
294,0.294,1528.35,245.979
295,0.295,1528.68,246.456
296,0.296,1529,246.932
297,0.297,1529.33,247.416
298,0.298,1529.65,247.894
299,0.299,1529.98,248.369
300,0.3,1530.32,248.837
301,0.301,1530.65,249.318
302,0.302,1530.97,249.789
303,0.303,1531.31,250.269
304,0.304,1531.64,250.734
305,0.305,1531.98,251.209
306,0.306,1532.31,251.698
307,0.307,1532.64,252.188
308,0.308,1532.99,252.664
309,0.309,1533.32,253.133
310,0.31,1533.65,253.604
311,0.311,1533.96,254.073
312,0.312,1534.29,254.539
313,0.313,1534.61,255.008
314,0.314,1534.94,255.477
315,0.315,1535.25,255.941
316,0.316,1535.6,256.415
317,0.317,1535.92,256.884
318,0.318,1536.24,257.346
319,0.319,1536.57,257.818
320,0.32,1536.89,258.285
321,0.321,1537.22,258.758
322,0.322,1537.55,259.234
323,0.323,1537.88,259.699
324,0.324,1538.21,260.166
325,0.325,1538.54,260.64
326,0.326,1538.87,261.104
327,0.327,1539.19,261.57
328,0.328,1539.52,262.029
329,0.329,1539.87,262.508
330,0.33,1540.19,262.972
331,0.331,1540.53,263.438
332,0.332,1540.85,263.901
333,0.333,1541.19,264.366
334,0.334,1541.52,264.823
335,0.335,1541.85,265.295
336,0.336,1542.17,265.746
337,0.337,1542.5,266.204
338,0.338,1542.83,266.663
339,0.339,1543.16,267.137
340,0.34,1543.49,267.587
341,0.341,1543.82,268.035
342,0.342,1544.15,268.489
343,0.343,1544.48,268.947
344,0.344,1544.81,269.404
345,0.345,1545.15,269.849
346,0.346,1545.48,270.3
347,0.347,1545.8,270.743
348,0.348,1546.13,271.209
349,0.349,1546.46,271.659
350,0.35,1546.79,272.098
351,0.351,1547.13,272.562
352,0.352,1547.47,273.018
353,0.353,1547.81,273.473
354,0.354,1548.14,273.93
355,0.355,1548.48,274.391
356,0.356,1548.81,274.846
357,0.357,1549.14,275.314
358,0.358,1549.47,275.762
359,0.359,1549.8,276.218
360,0.36,1550.13,276.674
361,0.361,1550.46,277.134
362,0.362,1550.78,277.58
363,0.363,1551.11,278.029
364,0.364,1551.43,278.485
365,0.365,1551.77,278.94
366,0.366,1552.11,279.389
367,0.367,1552.45,279.83
368,0.368,1552.79,280.288
369,0.369,1553.12,280.728
370,0.37,1553.45,281.181
371,0.371,1553.78,281.634
372,0.372,1554.12,282.075
373,0.373,1554.44,282.521
374,0.374,1554.77,282.974
375,0.375,1555.11,283.414
376,0.376,1555.45,283.87
377,0.377,1555.79,284.324
378,0.378,1556.12,284.771
379,0.379,1556.46,285.216
380,0.38,1556.79,285.66
381,0.381,1557.14,286.107
382,0.382,1557.46,286.538
383,0.383,1557.79,286.986
384,0.384,1558.13,287.432
385,0.385,1558.47,287.882
386,0.386,1558.81,288.325
387,0.387,1559.13,288.77
388,0.388,1559.46,289.211
389,0.389,1559.8,289.666
390,0.39,1560.15,290.105
391,0.391,1560.47,290.546
392,0.392,1560.81,290.999
393,0.393,1561.14,291.428
394,0.394,1561.47,291.868
395,0.395,1561.82,292.311
396,0.396,1562.15,292.751
397,0.397,1562.49,293.196
398,0.398,1562.82,293.622
399,0.399,1563.15,294.058
400,0.4,1563.49,294.493
401,0.401,1563.82,294.928
402,0.402,1564.14,295.361
403,0.403,1564.48,295.791
404,0.404,1564.82,296.228
405,0.405,1565.15,296.656
406,0.406,1565.49,297.089
407,0.407,1565.83,297.517
408,0.408,1566.16,297.944
409,0.409,1566.49,298.386
410,0.41,1566.83,298.821
411,0.411,1567.18,299.251
412,0.412,1567.52,299.691
413,0.413,1567.85,300.113
414,0.414,1568.19,300.544
415,0.415,1568.52,300.967
416,0.416,1568.85,301.395
417,0.417,1569.19,301.831
418,0.418,1569.52,302.272
419,0.419,1569.86,302.7
420,0.42,1570.19,303.132
421,0.421,1570.52,303.563
422,0.422,1570.86,303.991
423,0.423,1571.2,304.43
424,0.424,1571.54,304.848
425,0.425,1571.87,305.268
426,0.426,1572.21,305.699
427,0.427,1572.54,306.132
428,0.428,1572.86,306.565
429,0.429,1573.18,306.996
430,0.43,1573.52,307.43
431,0.431,1573.87,307.877
432,0.432,1574.2,308.311
433,0.433,1574.53,308.742
434,0.434,1574.86,309.166
435,0.435,1575.19,309.593
436,0.436,1575.53,310.029
437,0.437,1575.87,310.452
438,0.438,1576.22,310.896
439,0.439,1576.55,311.312
440,0.44,1576.89,311.734
441,0.441,1577.24,312.168
442,0.442,1577.57,312.598
443,0.443,1577.91,313.028
444,0.444,1578.23,313.447
445,0.445,1578.56,313.869
446,0.446,1578.9,314.296
447,0.447,1579.24,314.721
448,0.448,1579.59,315.143
449,0.449,1579.93,315.573
450,0.45,1580.28,316.006
451,0.451,1580.63,316.432
452,0.452,1580.99,316.867
453,0.453,1581.32,317.295
454,0.454,1581.65,317.72
455,0.455,1581.99,318.148
456,0.456,1582.32,318.56
457,0.457,1582.67,318.991
458,0.458,1583,319.402
459,0.459,1583.33,319.827
460,0.46,1583.67,320.254
461,0.461,1584.02,320.68
462,0.462,1584.36,321.097
463,0.463,1584.7,321.514
464,0.464,1585.04,321.946
465,0.465,1585.37,322.37
466,0.466,1585.71,322.801
467,0.467,1586.05,323.234
468,0.468,1586.39,323.65
469,0.469,1586.73,324.079
470,0.47,1587.07,324.482
471,0.471,1587.41,324.909
472,0.472,1587.75,325.339
473,0.473,1588.09,325.77
474,0.474,1588.44,326.195
475,0.475,1588.79,326.623
476,0.476,1589.13,327.046
477,0.477,1589.47,327.48
478,0.478,1589.8,327.905
479,0.479,1590.14,328.324
480,0.48,1590.46,328.731
481,0.481,1590.8,329.151
482,0.482,1591.13,329.571
483,0.483,1591.48,329.986
484,0.484,1591.82,330.41
485,0.485,1592.15,330.823
486,0.486,1592.5,331.237
487,0.487,1592.84,331.662
488,0.488,1593.18,332.084
489,0.489,1593.53,332.496
490,0.49,1593.86,332.916
491,0.491,1594.21,333.34
492,0.492,1594.56,333.772
493,0.493,1594.89,334.184
494,0.494,1595.24,334.606
495,0.495,1595.59,335.037
496,0.496,1595.93,335.453
497,0.497,1596.28,335.856
498,0.498,1596.6,336.25
499,0.499,1596.95,336.672
500,0.5,1597.29,337.102
501,0.501,1597.64,337.523
502,0.502,1597.97,337.939
503,0.503,1598.32,338.352
504,0.504,1598.66,338.774
505,0.505,1599,339.183
506,0.506,1599.33,339.593
507,0.507,1599.67,340.004
508,0.508,1600,340.414
509,0.509,1600.35,340.825
510,0.51,1600.69,341.228
511,0.511,1601.03,341.65
512,0.512,1601.37,342.063
513,0.513,1601.71,342.471
514,0.514,1602.05,342.878
515,0.515,1602.38,343.287
516,0.516,1602.72,343.702
517,0.517,1603.07,344.13
518,0.518,1603.41,344.557
519,0.519,1603.76,344.973
520,0.52,1604.11,345.391
521,0.521,1604.46,345.811
522,0.522,1604.81,346.22
523,0.523,1605.15,346.642
524,0.524,1605.5,347.061
525,0.525,1605.85,347.472
526,0.526,1606.2,347.883
527,0.527,1606.54,348.31
528,0.528,1606.87,348.721
529,0.529,1607.2,349.13
530,0.53,1607.55,349.55
531,0.531,1607.89,349.957
532,0.532,1608.22,350.381
533,0.533,1608.58,350.795
534,0.534,1608.93,351.21
535,0.535,1609.28,351.618
536,0.536,1609.61,352.024
537,0.537,1609.97,352.438
538,0.538,1610.31,352.855
539,0.539,1610.67,353.275
540,0.54,1611.01,353.677
541,0.541,1611.36,354.084
542,0.542,1611.7,354.494
543,0.543,1612.04,354.908
544,0.544,1612.39,355.324
545,0.545,1612.74,355.742
546,0.546,1613.08,356.139
547,0.547,1613.43,356.545
548,0.548,1613.77,356.949
549,0.549,1614.11,357.36
550,0.55,1614.45,357.768
551,0.551,1614.81,358.177
552,0.552,1615.15,358.584
553,0.553,1615.49,358.977
554,0.554,1615.84,359.385
555,0.555,1616.18,359.794
556,0.556,1616.53,360.205
557,0.557,1616.88,360.615
558,0.558,1617.23,361.027
559,0.559,1617.57,361.419
560,0.56,1617.91,361.827
561,0.561,1618.27,362.234
562,0.562,1618.6,362.638
563,0.563,1618.95,363.051
564,0.564,1619.29,363.457
565,0.565,1619.64,363.87
566,0.566,1619.97,364.277
567,0.567,1620.33,364.682
568,0.568,1620.67,365.079
569,0.569,1621.01,365.473
570,0.57,1621.35,365.89
571,0.571,1621.69,366.287
572,0.572,1622.04,366.701
573,0.573,1622.38,367.104
574,0.574,1622.73,367.503
575,0.575,1623.08,367.913
576,0.576,1623.42,368.328
577,0.577,1623.77,368.734
578,0.578,1624.12,369.147
579,0.579,1624.48,369.558
580,0.58,1624.82,369.948
581,0.581,1625.16,370.344
582,0.582,1625.5,370.747
583,0.583,1625.84,371.16
584,0.584,1626.19,371.557
585,0.585,1626.54,371.951
586,0.586,1626.88,372.35
587,0.587,1627.23,372.753
588,0.588,1627.56,373.155
589,0.589,1627.91,373.553
590,0.59,1628.26,373.961
591,0.591,1628.6,374.378
592,0.592,1628.95,374.791
593,0.593,1629.31,375.189
594,0.594,1629.65,375.586
595,0.595,1629.99,375.992
596,0.596,1630.33,376.401
597,0.597,1630.69,376.81
598,0.598,1631.02,377.208
599,0.599,1631.37,377.603
600,0.6,1631.72,378.011
601,0.601,1632.06,378.423
602,0.602,1632.4,378.819
603,0.603,1632.75,379.208
604,0.604,1633.11,379.622
605,0.605,1633.47,380.037
606,0.606,1633.82,380.449
607,0.607,1634.18,380.866
608,0.608,1634.54,381.27
609,0.609,1634.9,381.667
610,0.61,1635.24,382.069
611,0.611,1635.58,382.46
612,0.612,1635.93,382.876
613,0.613,1636.27,383.274
614,0.614,1636.62,383.661
615,0.615,1636.97,384.051
616,0.616,1637.31,384.458
617,0.617,1637.67,384.861
618,0.618,1638.01,385.26
619,0.619,1638.38,385.672
620,0.62,1638.73,386.089
621,0.621,1639.08,386.492
622,0.622,1639.43,386.898
623,0.623,1639.78,387.299
624,0.624,1640.13,387.711
625,0.625,1640.48,388.1
626,0.626,1640.84,388.501
627,0.627,1641.19,388.901
628,0.628,1641.55,389.303
629,0.629,1641.89,389.693
630,0.63,1642.24,390.093
631,0.631,1642.59,390.496
632,0.632,1642.95,390.898
633,0.633,1643.3,391.311
634,0.634,1643.64,391.712
635,0.635,1644,392.117
636,0.636,1644.37,392.526
637,0.637,1644.72,392.921
638,0.638,1645.07,393.323
639,0.639,1645.44,393.744
640,0.64,1645.78,394.134
641,0.641,1646.13,394.539
642,0.642,1646.49,394.948
643,0.643,1646.84,395.35
644,0.644,1647.19,395.738
645,0.645,1647.55,396.135
646,0.646,1647.9,396.532
647,0.647,1648.27,396.932
648,0.648,1648.62,397.323
649,0.649,1648.97,397.708
650,0.65,1649.32,398.114
651,0.651,1649.66,398.513
652,0.652,1650.01,398.92
653,0.653,1650.37,399.32
654,0.654,1650.71,399.7
655,0.655,1651.06,400.09
656,0.656,1651.41,400.485
657,0.657,1651.76,400.884
658,0.658,1652.1,401.295
659,0.659,1652.45,401.685
660,0.66,1652.8,402.089
661,0.661,1653.15,402.488
662,0.662,1653.5,402.891
663,0.663,1653.86,403.294
664,0.664,1654.19,403.684
665,0.665,1654.54,404.087
666,0.666,1654.9,404.49
667,0.667,1655.25,404.881
668,0.668,1655.59,405.288
669,0.669,1655.95,405.69
670,0.67,1656.3,406.091
671,0.671,1656.65,406.495
672,0.672,1657.01,406.906
673,0.673,1657.37,407.308
674,0.674,1657.74,407.719
675,0.675,1658.1,408.126
676,0.676,1658.46,408.539
677,0.677,1658.82,408.933
678,0.678,1659.17,409.317
679,0.679,1659.53,409.708
680,0.68,1659.89,410.113
681,0.681,1660.24,410.51
682,0.682,1660.6,410.922
683,0.683,1660.96,411.312
684,0.684,1661.3,411.705
685,0.685,1661.65,412.098
686,0.686,1662.01,412.494
687,0.687,1662.37,412.905
688,0.688,1662.73,413.3
689,0.689,1663.08,413.689
690,0.69,1663.44,414.092
691,0.691,1663.81,414.504
692,0.692,1664.16,414.908
693,0.693,1664.52,415.318
694,0.694,1664.89,415.727
695,0.695,1665.26,416.132
696,0.696,1665.61,416.538
697,0.697,1665.96,416.93
698,0.698,1666.31,417.325
699,0.699,1666.66,417.722
700,0.7,1667.01,418.131
701,0.701,1667.37,418.528
702,0.702,1667.71,418.92
703,0.703,1668.06,419.316
704,0.704,1668.43,419.713
705,0.705,1668.8,420.101
706,0.706,1669.16,420.506
707,0.707,1669.52,420.913
708,0.708,1669.88,421.301
709,0.709,1670.24,421.694
710,0.71,1670.6,422.092
711,0.711,1670.97,422.492
712,0.712,1671.33,422.885
713,0.713,1671.69,423.274
714,0.714,1672.05,423.676
715,0.715,1672.4,424.06
716,0.716,1672.75,424.455
717,0.717,1673.1,424.855
718,0.718,1673.46,425.253
719,0.719,1673.83,425.645
720,0.72,1674.19,426.042
721,0.721,1674.54,426.43
722,0.722,1674.89,426.828
723,0.723,1675.25,427.229
724,0.724,1675.6,427.632
725,0.725,1675.95,428.026
726,0.726,1676.32,428.429
727,0.727,1676.67,428.828
728,0.728,1677.03,429.217
729,0.729,1677.39,429.613
730,0.73,1677.76,430.019
731,0.731,1678.11,430.41
732,0.732,1678.48,430.807
733,0.733,1678.85,431.209
734,0.734,1679.21,431.605
735,0.735,1679.57,431.998
736,0.736,1679.92,432.383
737,0.737,1680.28,432.766
738,0.738,1680.63,433.157
739,0.739,1680.99,433.56
740,0.74,1681.35,433.945
741,0.741,1681.71,434.354
742,0.742,1682.06,434.744
743,0.743,1682.42,435.14
744,0.744,1682.77,435.532
745,0.745,1683.13,435.936
746,0.746,1683.49,436.348
747,0.747,1683.85,436.749
748,0.748,1684.22,437.16
749,0.749,1684.57,437.569
750,0.75,1684.92,437.965
751,0.751,1685.28,438.358
752,0.752,1685.65,438.76
753,0.753,1686,439.145
754,0.754,1686.36,439.548
755,0.755,1686.73,439.947
756,0.756,1687.1,440.335
757,0.757,1687.45,440.715
758,0.758,1687.81,441.11
759,0.759,1688.18,441.504
760,0.76,1688.54,441.91
761,0.761,1688.91,442.307
762,0.762,1689.26,442.696
763,0.763,1689.61,443.095
764,0.764,1689.97,443.491
765,0.765,1690.33,443.869
766,0.766,1690.69,444.274
767,0.767,1691.05,444.679
768,0.768,1691.41,445.073
769,0.769,1691.78,445.456
770,0.77,1692.15,445.853
771,0.771,1692.51,446.244
772,0.772,1692.86,446.639
773,0.773,1693.22,447.014
774,0.774,1693.59,447.418
775,0.775,1693.96,447.816
776,0.776,1694.34,448.218
777,0.777,1694.71,448.612
778,0.778,1695.08,449.028
779,0.779,1695.44,449.422
780,0.78,1695.79,449.813
781,0.781,1696.15,450.194
782,0.782,1696.5,450.573
783,0.783,1696.88,450.987
784,0.784,1697.23,451.383
785,0.785,1697.6,451.766
786,0.786,1697.97,452.171
787,0.787,1698.34,452.57
788,0.788,1698.7,452.974
789,0.789,1699.06,453.371
790,0.79,1699.42,453.769
791,0.791,1699.8,454.162
792,0.792,1700.17,454.554
793,0.793,1700.53,454.943
794,0.794,1700.89,455.326
795,0.795,1701.25,455.704
796,0.796,1701.62,456.108
797,0.797,1701.99,456.501
798,0.798,1702.35,456.888
799,0.799,1702.71,457.296
800,0.8,1703.08,457.701
801,0.801,1703.45,458.083
802,0.802,1703.81,458.475
803,0.803,1704.18,458.874
804,0.804,1704.55,459.266
805,0.805,1704.92,459.657
806,0.806,1705.3,460.056
807,0.807,1705.66,460.448
808,0.808,1706.03,460.839
809,0.809,1706.39,461.244
810,0.81,1706.75,461.64
811,0.811,1707.12,462.03
812,0.812,1707.48,462.43
813,0.813,1707.84,462.815
814,0.814,1708.22,463.221
815,0.815,1708.57,463.613
816,0.816,1708.93,463.981
817,0.817,1709.32,464.394
818,0.818,1709.68,464.794
819,0.819,1710.04,465.18
820,0.82,1710.43,465.587
821,0.821,1710.79,465.968
822,0.822,1711.15,466.351
823,0.823,1711.5,466.738
824,0.824,1711.87,467.138
825,0.825,1712.24,467.519
826,0.826,1712.61,467.941
827,0.827,1712.98,468.354
828,0.828,1713.36,468.763
829,0.829,1713.74,469.155
830,0.83,1714.12,469.551
831,0.831,1714.49,469.952
832,0.832,1714.86,470.337
833,0.833,1715.22,470.728
834,0.834,1715.61,471.133
835,0.835,1715.98,471.519
836,0.836,1716.35,471.921
837,0.837,1716.71,472.314
838,0.838,1717.07,472.727
839,0.839,1717.46,473.128
840,0.84,1717.82,473.521
841,0.841,1718.2,473.944
842,0.842,1718.57,474.339
843,0.843,1718.93,474.731
844,0.844,1719.31,475.12
845,0.845,1719.68,475.511
846,0.846,1720.05,475.926
847,0.847,1720.42,476.331
848,0.848,1720.79,476.722
849,0.849,1721.14,477.105
850,0.85,1721.51,477.503
851,0.851,1721.89,477.903
852,0.852,1722.25,478.294
853,0.853,1722.61,478.676
854,0.854,1722.98,479.075
855,0.855,1723.35,479.459
856,0.856,1723.71,479.853
857,0.857,1724.09,480.254
858,0.858,1724.45,480.634
859,0.859,1724.81,481.016
860,0.86,1725.18,481.409
861,0.861,1725.54,481.796
862,0.862,1725.91,482.186
863,0.863,1726.27,482.582
864,0.864,1726.65,482.982
865,0.865,1727.03,483.404
866,0.866,1727.41,483.8
867,0.867,1727.77,484.191
868,0.868,1728.13,484.578
869,0.869,1728.5,484.981
870,0.87,1728.86,485.356
871,0.871,1729.22,485.75
872,0.872,1729.59,486.149
873,0.873,1729.96,486.528
874,0.874,1730.32,486.912
875,0.875,1730.7,487.296
876,0.876,1731.08,487.7
877,0.877,1731.46,488.093
878,0.878,1731.83,488.477
879,0.879,1732.19,488.884
880,0.88,1732.57,489.266
881,0.881,1732.93,489.665
882,0.882,1733.29,490.05
883,0.883,1733.67,490.436
884,0.884,1734.07,490.848
885,0.885,1734.44,491.223
886,0.886,1734.82,491.611
887,0.887,1735.19,492.005
888,0.888,1735.55,492.386
889,0.889,1735.91,492.766
890,0.89,1736.29,493.168
891,0.891,1736.64,493.557
892,0.892,1737.02,493.958
893,0.893,1737.39,494.35
894,0.894,1737.77,494.744
895,0.895,1738.13,495.138
896,0.896,1738.5,495.536
897,0.897,1738.88,495.93
898,0.898,1739.25,496.324
899,0.899,1739.62,496.735
900,0.9,1740,497.134
901,0.901,1740.38,497.537
902,0.902,1740.75,497.928
903,0.903,1741.12,498.324
904,0.904,1741.5,498.715
905,0.905,1741.89,499.12
906,0.906,1742.26,499.528
907,0.907,1742.64,499.922
908,0.908,1743.02,500.322
909,0.909,1743.4,500.741
910,0.91,1743.77,501.128
911,0.911,1744.15,501.522
912,0.912,1744.52,501.913
913,0.913,1744.88,502.29
914,0.914,1745.26,502.677
915,0.915,1745.63,503.073
916,0.916,1746.01,503.469
917,0.917,1746.39,503.872
918,0.918,1746.76,504.274
919,0.919,1747.12,504.657
920,0.92,1747.5,505.057
921,0.921,1747.87,505.45
922,0.922,1748.24,505.849
923,0.923,1748.62,506.244
924,0.924,1748.98,506.622
925,0.925,1749.36,507.011
926,0.926,1749.73,507.404
927,0.927,1750.1,507.797
928,0.928,1750.48,508.198
