step,t_years,mean,std
314,0.314,1534.94,255.479
315,0.315,1535.26,255.944
316,0.316,1535.6,256.418
317,0.317,1535.92,256.887
318,0.318,1536.24,257.349
319,0.319,1536.57,257.82
320,0.32,1536.9,258.288
321,0.321,1537.23,258.761
322,0.322,1537.56,259.236
323,0.323,1537.89,259.702
324,0.324,1538.21,260.168
325,0.325,1538.54,260.642
326,0.326,1538.87,261.107
327,0.327,1539.19,261.573
328,0.328,1539.53,262.031
329,0.329,1539.87,262.511
330,0.33,1540.2,262.974
331,0.331,1540.53,263.44
332,0.332,1540.85,263.903
333,0.333,1541.19,264.369
334,0.334,1541.52,264.826
335,0.335,1541.85,265.298
336,0.336,1542.17,265.749
337,0.337,1542.5,266.207
338,0.338,1542.83,266.666
339,0.339,1543.16,267.139
340,0.34,1543.49,267.59
341,0.341,1543.82,268.038
342,0.342,1544.16,268.491
343,0.343,1544.49,268.95
344,0.344,1544.81,269.406
345,0.345,1545.15,269.852
346,0.346,1545.48,270.302
347,0.347,1545.81,270.745
348,0.348,1546.13,271.212
349,0.349,1546.46,271.661
350,0.35,1546.8,272.1
351,0.351,1547.14,272.564
352,0.352,1547.47,273.02
353,0.353,1547.81,273.476
354,0.354,1548.15,273.933
355,0.355,1548.48,274.393
356,0.356,1548.81,274.848
357,0.357,1549.14,275.316
358,0.358,1549.48,275.764
359,0.359,1549.81,276.22
360,0.36,1550.13,276.677
361,0.361,1550.46,277.136
362,0.362,1550.79,277.582
363,0.363,1551.12,278.031
364,0.364,1551.44,278.487
365,0.365,1551.77,278.942
366,0.366,1552.11,279.391
367,0.367,1552.46,279.832
368,0.368,1552.79,280.29
369,0.369,1553.13,280.73
370,0.37,1553.46,281.183
371,0.371,1553.79,281.636
372,0.372,1554.12,282.077
373,0.373,1554.44,282.524
374,0.374,1554.78,282.976
375,0.375,1555.11,283.417
376,0.376,1555.45,283.872
377,0.377,1555.79,284.327
378,0.378,1556.12,284.774
379,0.379,1556.46,285.218
380,0.38,1556.8,285.662
381,0.381,1557.14,286.109
382,0.382,1557.46,286.54
383,0.383,1557.79,286.988
384,0.384,1558.14,287.434
385,0.385,1558.47,287.884
386,0.386,1558.81,288.327
387,0.387,1559.13,288.772
388,0.388,1559.47,289.213
389,0.389,1559.8,289.668
390,0.39,1560.15,290.107
391,0.391,1560.47,290.548
392,0.392,1560.81,291.001
393,0.393,1561.14,291.43
394,0.394,1561.48,291.87
395,0.395,1561.82,292.313
396,0.396,1562.16,292.753
397,0.397,1562.49,293.198
398,0.398,1562.82,293.625
399,0.399,1563.16,294.06
400,0.4,1563.5,294.495
401,0.401,1563.83,294.93
402,0.402,1564.15,295.363
403,0.403,1564.49,295.793
404,0.404,1564.82,296.23
405,0.405,1565.15,296.658
406,0.406,1565.49,297.091
407,0.407,1565.83,297.519
408,0.408,1566.16,297.946
409,0.409,1566.49,298.388
410,0.41,1566.83,298.822
411,0.411,1567.18,299.253
412,0.412,1567.52,299.693
413,0.413,1567.85,300.115
414,0.414,1568.2,300.546
415,0.415,1568.52,300.969
416,0.416,1568.86,301.397
417,0.417,1569.19,301.833
418,0.418,1569.52,302.274
419,0.419,1569.86,302.702
420,0.42,1570.2,303.134
421,0.421,1570.52,303.565
422,0.422,1570.86,303.993
423,0.423,1571.2,304.432
424,0.424,1571.54,304.85
425,0.425,1571.87,305.27
426,0.426,1572.21,305.701
427,0.427,1572.54,306.134
428,0.428,1572.86,306.567
429,0.429,1573.18,306.997
430,0.43,1573.52,307.432
431,0.431,1573.87,307.879
432,0.432,1574.2,308.312
433,0.433,1574.53,308.744
434,0.434,1574.87,309.168
435,0.435,1575.19,309.595
436,0.436,1575.53,310.03
437,0.437,1575.87,310.454
438,0.438,1576.22,310.898
439,0.439,1576.56,311.314
440,0.44,1576.89,311.735
441,0.441,1577.24,312.17
442,0.442,1577.57,312.6
443,0.443,1577.91,313.03
444,0.444,1578.24,313.449
445,0.445,1578.57,313.87
446,0.446,1578.91,314.298
447,0.447,1579.24,314.723
448,0.448,1579.59,315.145
449,0.449,1579.94,315.575
450,0.45,1580.29,316.008
451,0.451,1580.64,316.433
452,0.452,1580.99,316.869
453,0.453,1581.32,317.297
454,0.454,1581.66,317.722
455,0.455,1581.99,318.15
456,0.456,1582.32,318.562
457,0.457,1582.67,318.993
458,0.458,1583,319.404
459,0.459,1583.34,319.829
460,0.46,1583.67,320.255
461,0.461,1584.02,320.682
462,0.462,1584.37,321.098
463,0.463,1584.7,321.516
464,0.464,1585.04,321.947
465,0.465,1585.37,322.372
466,0.466,1585.71,322.802
467,0.467,1586.06,323.235
468,0.468,1586.39,323.652
469,0.469,1586.74,324.081
470,0.47,1587.07,324.483
471,0.471,1587.41,324.91
472,0.472,1587.75,325.341
473,0.473,1588.09,325.772
474,0.474,1588.44,326.196
475,0.475,1588.79,326.625
476,0.476,1589.13,327.048
477,0.477,1589.47,327.481
478,0.478,1589.81,327.906
479,0.479,1590.14,328.326
480,0.48,1590.47,328.733
481,0.481,1590.81,329.152
482,0.482,1591.14,329.572
483,0.483,1591.48,329.987
484,0.484,1591.82,330.411
485,0.485,1592.15,330.825
486,0.486,1592.5,331.239
487,0.487,1592.85,331.664
488,0.488,1593.19,332.085
489,0.489,1593.53,332.497
490,0.49,1593.86,332.917
491,0.491,1594.22,333.342
492,0.492,1594.56,333.774
493,0.493,1594.89,334.186
494,0.494,1595.24,334.607
495,0.495,1595.59,335.038
496,0.496,1595.94,335.455
497,0.497,1596.28,335.857
498,0.498,1596.61,336.251
499,0.499,1596.95,336.674
500,0.5,1597.29,337.104
501,0.501,1597.64,337.525
502,0.502,1597.98,337.941
503,0.503,1598.32,338.354
504,0.504,1598.66,338.776
505,0.505,1599.01,339.184
506,0.506,1599.33,339.595
507,0.507,1599.67,340.005
508,0.508,1600.01,340.415
509,0.509,1600.35,340.826
510,0.51,1600.69,341.23
511,0.511,1601.03,341.652
512,0.512,1601.38,342.064
513,0.513,1601.72,342.473
514,0.514,1602.05,342.879
515,0.515,1602.38,343.289
516,0.516,1602.72,343.703
517,0.517,1603.07,344.131
518,0.518,1603.41,344.558
519,0.519,1603.76,344.974
520,0.52,1604.11,345.392
521,0.521,1604.46,345.812
522,0.522,1604.81,346.221
523,0.523,1605.16,346.643
524,0.524,1605.5,347.062
525,0.525,1605.85,347.474
526,0.526,1606.2,347.884
527,0.527,1606.54,348.311
528,0.528,1606.87,348.723
529,0.529,1607.2,349.131
530,0.53,1607.55,349.552
531,0.531,1607.89,349.959
532,0.532,1608.23,350.382
533,0.533,1608.58,350.796
534,0.534,1608.93,351.211
535,0.535,1609.28,351.619
536,0.536,1609.62,352.026
537,0.537,1609.97,352.439
538,0.538,1610.31,352.856
539,0.539,1610.67,353.277
540,0.54,1611.01,353.678
541,0.541,1611.36,354.085
542,0.542,1611.7,354.496
543,0.543,1612.05,354.909
544,0.544,1612.4,355.325
545,0.545,1612.74,355.743
546,0.546,1613.08,356.141
547,0.547,1613.43,356.546
548,0.548,1613.77,356.951
549,0.549,1614.11,357.361
550,0.55,1614.46,357.769
551,0.551,1614.81,358.178
552,0.552,1615.15,358.585
553,0.553,1615.49,358.978
554,0.554,1615.84,359.386
555,0.555,1616.18,359.796
556,0.556,1616.53,360.206
557,0.557,1616.89,360.616
558,0.558,1617.24,361.028
559,0.559,1617.57,361.42
560,0.56,1617.91,361.829
561,0.561,1618.27,362.235
562,0.562,1618.6,362.639
563,0.563,1618.95,363.052
564,0.564,1619.29,363.459
565,0.565,1619.64,363.872
566,0.566,1619.98,364.278
567,0.567,1620.33,364.684
568,0.568,1620.67,365.08
569,0.569,1621.01,365.474
570,0.57,1621.36,365.891
571,0.571,1621.7,366.288
572,0.572,1622.04,366.703
573,0.573,1622.39,367.105
574,0.574,1622.73,367.504
575,0.575,1623.08,367.914
576,0.576,1623.43,368.33
577,0.577,1623.77,368.735
578,0.578,1624.12,369.148
579,0.579,1624.48,369.559
580,0.58,1624.82,369.949
581,0.581,1625.16,370.345
582,0.582,1625.5,370.748
583,0.583,1625.84,371.161
584,0.584,1626.19,371.558
585,0.585,1626.55,371.952
586,0.586,1626.89,372.351
587,0.587,1627.23,372.754
588,0.588,1627.56,373.156
589,0.589,1627.91,373.554
590,0.59,1628.26,373.962
591,0.591,1628.61,374.379
592,0.592,1628.95,374.792
593,0.593,1629.31,375.19
594,0.594,1629.65,375.587
595,0.595,1629.99,375.993
596,0.596,1630.33,376.402
597,0.597,1630.69,376.811
598,0.598,1631.03,377.209
599,0.599,1631.37,377.604
600,0.6,1631.72,378.012
601,0.601,1632.06,378.424
602,0.602,1632.4,378.82
603,0.603,1632.75,379.209
604,0.604,1633.12,379.623
605,0.605,1633.47,380.038
606,0.606,1633.83,380.45
607,0.607,1634.19,380.867
608,0.608,1634.55,381.271
609,0.609,1634.9,381.668
610,0.61,1635.24,382.07
611,0.611,1635.59,382.461
612,0.612,1635.93,382.877
613,0.613,1636.28,383.275
614,0.614,1636.62,383.662
615,0.615,1636.97,384.052
616,0.616,1637.31,384.459
617,0.617,1637.67,384.862
618,0.618,1638.02,385.261
619,0.619,1638.38,385.673
620,0.62,1638.73,386.09
621,0.621,1639.08,386.493
622,0.622,1639.43,386.899
623,0.623,1639.78,387.3
624,0.624,1640.14,387.712
625,0.625,1640.48,388.101
626,0.626,1640.84,388.502
627,0.627,1641.19,388.902
628,0.628,1641.55,389.304
629,0.629,1641.89,389.694
630,0.63,1642.24,390.094
631,0.631,1642.59,390.497
632,0.632,1642.95,390.899
633,0.633,1643.3,391.312
634,0.634,1643.64,391.713
635,0.635,1644.01,392.118
636,0.636,1644.37,392.526
637,0.637,1644.72,392.922
638,0.638,1645.08,393.324
639,0.639,1645.44,393.745
640,0.64,1645.79,394.135
641,0.641,1646.13,394.54
642,0.642,1646.49,394.949
643,0.643,1646.85,395.351
644,0.644,1647.19,395.739
645,0.645,1647.55,396.136
646,0.646,1647.9,396.532
647,0.647,1648.27,396.933
648,0.648,1648.62,397.324
649,0.649,1648.97,397.708
650,0.65,1649.32,398.115
651,0.651,1649.66,398.514
652,0.652,1650.02,398.921
653,0.653,1650.37,399.321
654,0.654,1650.71,399.701
655,0.655,1651.06,400.091
656,0.656,1651.41,400.486
657,0.657,1651.76,400.885
658,0.658,1652.1,401.296
659,0.659,1652.45,401.686
660,0.66,1652.81,402.09
661,0.661,1653.15,402.489
662,0.662,1653.5,402.892
663,0.663,1653.86,403.295
664,0.664,1654.2,403.684
665,0.665,1654.55,404.087
666,0.666,1654.91,404.491
667,0.667,1655.25,404.882
668,0.668,1655.6,405.288
669,0.669,1655.95,405.691
670,0.67,1656.3,406.092
671,0.671,1656.65,406.496
672,0.672,1657.01,406.907
673,0.673,1657.37,407.308
674,0.674,1657.74,407.72
675,0.675,1658.1,408.127
676,0.676,1658.47,408.54
677,0.677,1658.82,408.933
678,0.678,1659.18,409.317
679,0.679,1659.53,409.709
680,0.68,1659.89,410.114
681,0.681,1660.24,410.511
682,0.682,1660.61,410.922
683,0.683,1660.96,411.313
684,0.684,1661.3,411.706
685,0.685,1661.65,412.098
686,0.686,1662.01,412.495
687,0.687,1662.37,412.906
688,0.688,1662.74,413.301
689,0.689,1663.08,413.69
690,0.69,1663.44,414.092
691,0.691,1663.81,414.504
692,0.692,1664.16,414.909
693,0.693,1664.53,415.318
694,0.694,1664.9,415.728
695,0.695,1665.26,416.132
696,0.696,1665.61,416.539
697,0.697,1665.96,416.93
698,0.698,1666.31,417.326
699,0.699,1666.66,417.723
700,0.7,1667.01,418.132
701,0.701,1667.37,418.529
702,0.702,1667.72,418.921
703,0.703,1668.07,419.317
704,0.704,1668.43,419.714
705,0.705,1668.8,420.102
706,0.706,1669.16,420.506
707,0.707,1669.53,420.913
708,0.708,1669.89,421.302
709,0.709,1670.24,421.694
710,0.71,1670.61,422.093
711,0.711,1670.97,422.493
712,0.712,1671.33,422.886
713,0.713,1671.69,423.275
714,0.714,1672.05,423.677
715,0.715,1672.4,424.061
716,0.716,1672.76,424.456
717,0.717,1673.11,424.856
718,0.718,1673.46,425.254
719,0.719,1673.83,425.646
720,0.72,1674.19,426.043
721,0.721,1674.54,426.43
722,0.722,1674.9,426.828
723,0.723,1675.25,427.229
724,0.724,1675.61,427.633
725,0.725,1675.96,428.027
726,0.726,1676.32,428.429
727,0.727,1676.67,428.829
728,0.728,1677.03,429.217
729,0.729,1677.4,429.614
730,0.73,1677.76,430.019
731,0.731,1678.11,430.411
732,0.732,1678.48,430.808
733,0.733,1678.85,431.21
734,0.734,1679.21,431.605
735,0.735,1679.57,431.998
736,0.736,1679.92,432.383
737,0.737,1680.28,432.767
738,0.738,1680.63,433.157
739,0.739,1680.99,433.56
740,0.74,1681.35,433.946
741,0.741,1681.71,434.354
742,0.742,1682.06,434.744
743,0.743,1682.42,435.14
744,0.744,1682.77,435.532
745,0.745,1683.13,435.937
746,0.746,1683.5,436.348
747,0.747,1683.86,436.749
748,0.748,1684.22,437.16
749,0.749,1684.57,437.57
750,0.75,1684.92,437.966
751,0.751,1685.28,438.358
752,0.752,1685.65,438.76
753,0.753,1686.01,439.145
754,0.754,1686.37,439.549
755,0.755,1686.73,439.948
756,0.756,1687.1,440.336
757,0.757,1687.46,440.716
758,0.758,1687.82,441.111
759,0.759,1688.18,441.504
760,0.76,1688.55,441.911
761,0.761,1688.91,442.307
762,0.762,1689.26,442.697
763,0.763,1689.61,443.095
764,0.764,1689.97,443.492
765,0.765,1690.34,443.87
766,0.766,1690.7,444.274
767,0.767,1691.05,444.68
768,0.768,1691.41,445.073
769,0.769,1691.78,445.457
770,0.77,1692.15,445.854
771,0.771,1692.51,446.244
772,0.772,1692.87,446.639
773,0.773,1693.22,447.014
774,0.774,1693.59,447.419
775,0.775,1693.97,447.816
776,0.776,1694.34,448.219
777,0.777,1694.72,448.612
778,0.778,1695.09,449.028
779,0.779,1695.45,449.422
780,0.78,1695.79,449.814
781,0.781,1696.15,450.195
782,0.782,1696.5,450.574
783,0.783,1696.88,450.987
784,0.784,1697.24,451.383
785,0.785,1697.6,451.767
786,0.786,1697.97,452.172
787,0.787,1698.34,452.57
788,0.788,1698.71,452.974
789,0.789,1699.07,453.371
790,0.79,1699.43,453.769
791,0.791,1699.81,454.163
792,0.792,1700.17,454.555
793,0.793,1700.53,454.943
794,0.794,1700.9,455.326
795,0.795,1701.25,455.705
796,0.796,1701.62,456.108
797,0.797,1701.99,456.501
798,0.798,1702.35,456.888
799,0.799,1702.72,457.297
800,0.8,1703.08,457.702
801,0.801,1703.45,458.084
802,0.802,1703.81,458.476
803,0.803,1704.18,458.874
804,0.804,1704.55,459.266
805,0.805,1704.93,459.657
806,0.806,1705.3,460.057
807,0.807,1705.67,460.449
808,0.808,1706.03,460.839
809,0.809,1706.39,461.244
810,0.81,1706.75,461.641
811,0.811,1707.12,462.03
812,0.812,1707.48,462.43
813,0.813,1707.85,462.816
814,0.814,1708.22,463.221
815,0.815,1708.58,463.613
816,0.816,1708.93,463.981
817,0.817,1709.32,464.394
818,0.818,1709.68,464.795
819,0.819,1710.04,465.181
820,0.82,1710.43,465.587
821,0.821,1710.8,465.968
822,0.822,1711.15,466.352
823,0.823,1711.5,466.739
824,0.824,1711.87,467.138
825,0.825,1712.24,467.52
826,0.826,1712.61,467.942
827,0.827,1712.98,468.355
828,0.828,1713.37,468.763
829,0.829,1713.75,469.156
830,0.83,1714.12,469.551
831,0.831,1714.5,469.953
832,0.832,1714.86,470.338
833,0.833,1715.23,470.729
834,0.834,1715.61,471.133
835,0.835,1715.98,471.52
836,0.836,1716.35,471.921
837,0.837,1716.72,472.314
838,0.838,1717.08,472.727
839,0.839,1717.46,473.129
840,0.84,1717.82,473.521
841,0.841,1718.2,473.944
842,0.842,1718.57,474.339
843,0.843,1718.93,474.731
844,0.844,1719.31,475.121
845,0.845,1719.69,475.511
846,0.846,1720.05,475.927
847,0.847,1720.43,476.331
848,0.848,1720.79,476.723
849,0.849,1721.14,477.105
850,0.85,1721.52,477.503
851,0.851,1721.9,477.903
852,0.852,1722.25,478.294
853,0.853,1722.61,478.677
854,0.854,1722.99,479.075
855,0.855,1723.36,479.459
856,0.856,1723.72,479.853
857,0.857,1724.09,480.255
858,0.858,1724.45,480.635
859,0.859,1724.81,481.016
860,0.86,1725.18,481.409
861,0.861,1725.54,481.796
862,0.862,1725.91,482.187
863,0.863,1726.28,482.582
864,0.864,1726.65,482.982
865,0.865,1727.04,483.404
866,0.866,1727.41,483.801
867,0.867,1727.77,484.191
868,0.868,1728.13,484.578
869,0.869,1728.5,484.981
870,0.87,1728.87,485.357
871,0.871,1729.22,485.75
872,0.872,1729.6,486.15
873,0.873,1729.96,486.528
874,0.874,1730.32,486.913
875,0.875,1730.7,487.297
876,0.876,1731.08,487.7
877,0.877,1731.46,488.093
878,0.878,1731.83,488.477
879,0.879,1732.19,488.884
880,0.88,1732.57,489.266
881,0.881,1732.94,489.665
882,0.882,1733.29,490.05
883,0.883,1733.67,490.436
884,0.884,1734.07,490.848
885,0.885,1734.44,491.223
886,0.886,1734.82,491.611
887,0.887,1735.19,492.005
888,0.888,1735.55,492.386
889,0.889,1735.92,492.766
890,0.89,1736.29,493.168
891,0.891,1736.64,493.557
892,0.892,1737.02,493.958
893,0.893,1737.39,494.35
894,0.894,1737.77,494.745
895,0.895,1738.13,495.138
896,0.896,1738.5,495.536
897,0.897,1738.88,495.93
898,0.898,1739.25,496.324
899,0.899,1739.63,496.735
900,0.9,1740,497.135
901,0.901,1740.38,497.538
902,0.902,1740.75,497.928
903,0.903,1741.13,498.324
904,0.904,1741.51,498.716
905,0.905,1741.89,499.121
906,0.906,1742.26,499.528
907,0.907,1742.64,499.922
908,0.908,1743.02,500.322
909,0.909,1743.4,500.741
910,0.91,1743.77,501.128
911,0.911,1744.15,501.522
912,0.912,1744.52,501.914
913,0.913,1744.88,502.29
914,0.914,1745.26,502.677
915,0.915,1745.63,503.074
916,0.916,1746.02,503.469
917,0.917,1746.39,503.872
918,0.918,1746.77,504.274
919,0.919,1747.13,504.657
920,0.92,1747.5,505.057
921,0.921,1747.87,505.45
922,0.922,1748.25,505.849
923,0.923,1748.63,506.244
924,0.924,1748.98,506.622
925,0.925,1749.37,507.011
926,0.926,1749.73,507.405
927,0.927,1750.11,507.798
928,0.928,1750.48,508.198
