step,t_years,mean,std
928,0.928,1750.33,508.268
929,0.929,1750.71,508.678
930,0.93,1751.09,509.065
931,0.931,1751.46,509.462
932,0.932,1751.84,509.862
933,0.933,1752.21,510.248
934,0.934,1752.59,510.648
935,0.935,1752.96,511.057
936,0.936,1753.36,511.467
937,0.937,1753.73,511.855
938,0.938,1754.1,512.25
939,0.939,1754.48,512.646
940,0.94,1754.86,513.042
941,0.941,1755.23,513.425
942,0.942,1755.61,513.818
943,0.943,1755.99,514.216
944,0.944,1756.36,514.599
945,0.945,1756.73,514.988
946,0.946,1757.11,515.384
947,0.947,1757.48,515.784
948,0.948,1757.87,516.195
949,0.949,1758.25,516.59
950,0.95,1758.63,517.004
951,0.951,1759.01,517.414
952,0.952,1759.38,517.809
953,0.953,1759.75,518.182
954,0.954,1760.11,518.562
955,0.955,1760.49,518.964
956,0.956,1760.87,519.357
957,0.957,1761.25,519.748
958,0.958,1761.63,520.145
959,0.959,1762,520.542
960,0.96,1762.38,520.949
961,0.961,1762.77,521.343
962,0.962,1763.14,521.732
963,0.963,1763.52,522.118
964,0.964,1763.91,522.523
965,0.965,1764.29,522.916
966,0.966,1764.66,523.308
967,0.967,1765.03,523.699
968,0.968,1765.41,524.081
969,0.969,1765.8,524.473
970,0.97,1766.17,524.873
971,0.971,1766.55,525.262
972,0.972,1766.93,525.658
973,0.973,1767.31,526.059
974,0.974,1767.69,526.464
975,0.975,1768.07,526.861
976,0.976,1768.45,527.268
977,0.977,1768.82,527.656
978,0.978,1769.2,528.05
979,0.979,1769.58,528.448
980,0.98,1769.96,528.841
981,0.981,1770.35,529.232
982,0.982,1770.72,529.625
983,0.983,1771.1,530.021
984,0.984,1771.48,530.431
985,0.985,1771.86,530.831
986,0.986,1772.24,531.22
987,0.987,1772.62,531.61
988,0.988,1773.01,532.01
989,0.989,1773.38,532.412
990,0.99,1773.77,532.809
991,0.991,1774.15,533.201
992,0.992,1774.53,533.601
993,0.993,1774.92,533.993
994,0.994,1775.29,534.387
995,0.995,1775.67,534.791
996,0.996,1776.05,535.167
997,0.997,1776.42,535.56
998,0.998,1776.81,535.959
999,0.999,1777.19,536.344
1000,1,1777.57,536.74
