timestamp_utc,yahoo_csv,yahoo_col,yahoo_S0,yahoo_sigma_annual,yahoo_n_prices,yahoo_n_returns,S0,sigma,K,r,T,steps,paths,type,assets,rho,block_size,blocks_per_sm,device,slurm_procid,slurm_localid,seed,gpu_name,cc_major,cc_minor,gpu_price,gpu_std_error,gpu_time_ms,cpu_price,cpu_std_error,cpu_time_ms
2025-12-16T07:23:39Z,data/2330_TW.csv,Close,1435,0.295349,1214,1213,1435,0.295349,100,0.05,1,252,5000000,european,1,0,256,8,0,0,0,11400714819323197639,Tesla V100-SXM2-32GB,7,0,1339.83,0.193726,13.6612,,,
