timestamp_utc,yahoo_csv,yahoo_col,yahoo_S0,yahoo_sigma_annual,yahoo_mu_annual,yahoo_n_prices,yahoo_n_returns,S0,sigma,mu,K,r,T,steps,paths,type,assets,rho,block_size,blocks_per_sm,device,slurm_procid,slurm_localid,seed,gpu_name,cc_major,cc_minor,gpu_price,gpu_std_error,gpu_time_ms,cpu_price,cpu_std_error,cpu_time_ms,total_threads
2025-12-18T08:52:35Z,data/2330_TW.csv,Close,1435,0.295349,0.214106,1214,1213,1435,0.295349,0.214106,,0.05,1,1000,10000000,avg_path,,,256,,0,0,0,1234,Tesla V100-SXM2-32GB,7,0,,,266.572,,,,10000384
2025-12-18T09:22:29Z,data/2330_TW.csv,Close,1435,0.295349,0.214106,1214,1213,1435,0.295349,0.214106,,0.05,1,1000,10000000,avg_path,,,256,,0,0,0,1234,Tesla V100-SXM2-32GB,7,0,,,223.064,,,
